date	time	username	to	replies	retweets	favorites	text	mentions	hashtags	id	permalink	processed_text	sentences_tone	document_tones	sadness	confident	joy	analytical	anger	tentative	fear
2020-05-20	17:59:13	Bhuut_	BreakUntoThee	1	0	0	Which other country has eased the lockdown when the cases have been rising? Which other country has kept the Mosques open from the start? And you are misquoting WHO. They said Lockdown alone isn't sufficient. A lot of other things need to be done simultaneously.			1263167408317087749	https://twitter.com/Bhuut_/status/1263167408317087749	country eased lockdown case rising country kept mosque open start misquoting said lockdown alone isnt sufficient lot thing need done simultaneously		[]							
2020-05-20	18:43:28	mesachinjawale		1	0	1	The future of food business is Dark kitchen, post lockdown the delivery business will be in high demand, set up your Dark kitchen with us &amp; start additional income. Ping me for more details. 			1263178545917919232	https://twitter.com/mesachinjawale/status/1263178545917919232	future food business dark kitchen post lockdown delivery business high demand set dark kitchen u start additional income ping detail		[]							
2020-05-20	18:58:02	yelvee	palkisu	0	0	0	@MEAIndia @DrSJaishankar @narendramodi @PMOIndia @rajnathsingh It appears China &amp; Pakistan planning something big against India. China incursions at Ladak border, Pakistan unprecedented LOC violations, now Nepal changing its Map, when country face worst spike in Covid 19 cases. 	@MEAIndia @DrSJaishankar @narendramodi @PMOIndia @rajnathsingh		1263182210749788160	https://twitter.com/yelvee/status/1263182210749788160	USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION appears china pakistan planning something big india china incursion ladak border pakistan unprecedented loc violation nepal changing map country face worst spike covid case		[]							
2020-05-20	19:06:42	AliKaashifKhan		66	55	164	Tiktoker @Mr_Faisu_07 faisal shaikh promoting force, assault against woman, i had Also filed Complaint against him for breaking lockdown rules and making video coming out on road. @NCWIndia @mscw_bandra @MumbaiPolice Suspend all his social media accounts and register FIR	@Mr_Faisu_07 @NCWIndia @mscw_bandra @MumbaiPolice		1263184390357573632	https://twitter.com/AliKaashifKhan/status/1263184390357573632	tiktoker USER_MENTION faisal shaikh promoting force assault woman also filed complaint breaking lockdown rule making video coming road USER_MENTION USER_MENTION USER_MENTION suspend social medium account register fir		[{'score': 0.659886, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]				1.0			
2020-05-20	19:10:36	Lydia_Muchemi	Esteri_patience	0	0	0	When GOD sends a watchman is great act of Love to a people because only to them is the future shown. For example now, THE LORD showed HIS Mightiest Prophets of coronavirus four years ago. If only we had been sensitive to repent. #GlobalWednesdayService		#GlobalWednesdayService	1263185372961484800	https://twitter.com/Lydia_Muchemi/status/1263185372961484800	god sends watchman great act love people future shown example lord showed mightiest prophet coronavirus four year ago sensitive repent globalwednesdayservice		[{'score': 0.807096, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.670204, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]			1.0	1.0			
2020-05-20	19:17:18	PTIAJK_Official		1	0	2	Prime Minister Imran Khan addressing at COVID Action Platform of World Economic Forum (3/5) #PrimeMinisterImranKhan #HistoryMakerPMIK		#PrimeMinisterImranKhan #HistoryMakerPMIK	1263187058417426434	https://twitter.com/PTIAJK_Official/status/1263187058417426434	prime minister imran khan addressing covid action platform world economic forum primeministerimrankhan historymakerpmik		[]							
2020-05-20	21:26:11	AbbasiA12538042		1	0	2	#love those #who #loves #u #شب_قدر #ReleaseTheSnyderCut #coronavirus #CyclonAmphan #BloodAndWater #bangaloreboom		#love #who #loves #u #ReleaseTheSnyderCut #coronavirus #CyclonAmphan #BloodAndWater #bangaloreboom	1263219494966657026	https://twitter.com/AbbasiA12538042/status/1263219494966657026	love love u releasethesnydercut coronavirus cyclonamphan bloodandwater bangaloreboom		[{'score': 0.973713, 'tone_id': 'joy', 'tone_name': 'Joy'}]			1.0				
2020-05-20	22:38:48	msanthakumara		0	0	1	#MSBuild I am enjoying two days session.i don't feel #virtual rollout and well organized. I feel power packed myself in terms of Learning in #Covid19. Thank you #Microsoft and teams for your contribution.		#MSBuild #MSBuild #virtual #Covid19 #Microsoft	1263237768534085632	https://twitter.com/msanthakumara/status/1263237768534085632	msbuild enjoying two day session.i dont feel virtual rollout well organized feel power packed term learning covid19 thank microsoft team contribution	[{'sentence_id': 0, 'text': 'msbuild enjoying two day session.i', 'tones': [{'score': 0.685516, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': 'dont feel virtual rollout well organized feel power packed term learning covid19 thank microsoft team contribution', 'tones': [{'score': 0.543053, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]	[{'score': 0.722091, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.884138, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.551743, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]			1.0	1.0		1.0	
2020-05-20	22:45:59	DentalSculptors		0	0	0	In fight to prevent covid and provide dental care to the patient's have come up with following protocols. Karnataka in Lockdown 4.0 #coronawarriorskarnataka ##indiafightscorona #covid #coronavirus… https://www.instagram.com/p/CAbUtZyng8p/?igshid=1ouk76ovd75cd		#coronawarriorskarnataka #indiafightscorona #covid #coronavirus	1263239574215692288	https://twitter.com/DentalSculptors/status/1263239574215692288	fight prevent covid provide dental care patient come following protocol karnataka lockdown coronawarriorskarnataka covid URL		[]							
2020-05-21	02:26:39	DarshilKMashru	TheSkepticalMRI	1	0	0	Wrong. MH, PB, RJ declared lockdown on 23rd. And the national lockdown began on 24th, by which time 30 of 36 states/UTs were already under some form of lockdown/curfew			1263295108339978240	https://twitter.com/DarshilKMashru/status/1263295108339978240	wrong mh pb rj declared lockdown national lockdown began time already form		[{'score': 0.868982, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]				1.0			
2020-05-21	02:40:19	ShomyChowdhury		0	0	0	SIGN NOW: World leaders must give a fair share of the COVID-19 response to prevent a child rights disaster happening after the pandemic. 1 in 5 of the world’s children live in extreme poverty – act now for https://100million.org/demand-justice			1263298546884730880	https://twitter.com/ShomyChowdhury/status/1263298546884730880	sign world leader must give fair share covid19 response prevent child right disaster happening pandemic child live extreme poverty act URL		[{'score': 0.670204, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]				1.0			
2020-05-21	02:44:25	shamsherniazi01		0	0	3	Ertugrul's digital portrait Join my #Instagram for more: Https://instagram.com/shamsher.niazi #ErtugrulUrduPTV #Ertugrul #ErtugrulGazi #Ertugral #ErtugrulGhazi #ErtugrulYouTubeRecord #ErtugrulUrduPTV_TRT #Pakistan #Turkey #lockdown #Creative #photography #adobeillustrator #staysafe		#Instagram #ErtugrulUrduPTV #Ertugrul #ErtugrulGazi #Ertugral #ErtugrulGhazi #ErtugrulYouTubeRecord #ErtugrulUrduPTV_TRT #Pakistan #Turkey #lockdown #Creative #photography #adobeillustrator #staysafe	1263299579841261570	https://twitter.com/shamsherniazi01/status/1263299579841261570	ertugruls digital portrait join instagram URL ertugrulurduptv ertugrul ertugrulgazi ertugral ertugrulghazi ertugrulyoutuberecord ertugrulurduptv_trt pakistan turkey lockdown creative photography adobeillustrator staysafe		[{'score': 0.736044, 'tone_id': 'joy', 'tone_name': 'Joy'}]			1.0				
2020-05-21	02:58:18	deepak_mragwani	HiteshL28888063	4	53	53	Is d Corona crisis is a biological war imposed by China over d world?! Or is it a natural disaster is yet questionable. Bt as per Indian Culture, Corona taught every1 today, to adopt vegetarianism, to greet, to burn d dead. #महामारियों_से_कैसे_हो_सुरक्षा			1263303075004964864	https://twitter.com/deepak_mragwani/status/1263303075004964864	corona crisis biological war imposed china world natural disaster yet questionable bt per indian culture corona taught every1 today adopt vegetarianism greet burn dead		[{'score': 0.655705, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]	1.0						
2020-05-21	03:19:22	mahajan1bhushan		0	7	5	#महामारियों_से_कैसे_हो_सुरक्षा ? Do read about ways of defense from Coronavirus &amp; social welfare principles of Indian culture in this month's Lok Kalyan Setu. This month's edition (E-magzine) is available free. Click on d link https://rishiprasad.org/lokkalyansetu/lks/			1263308373912502273	https://twitter.com/mahajan1bhushan/status/1263308373912502273	read way defense coronavirus social welfare principle indian culture month lok kalyan setu month edition emagzine available free click link URL		[{'score': 0.564296, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.597565, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]	1.0			1.0			
2020-05-21	03:25:45	iDevR9		0	1	1	@TSEduDept @KTRTRS @TV9Telugu @TOIIndiaNews @ndtv @eenadulivenews @TelanganaCMO in the view of corona virus request U 2make exam/revaluation fee payments etc. online/digital payment rather than making it compulsory to visit TSonline centers/colleges &amp;that too 2pay in cash only. 	@TSEduDept @KTRTRS @TV9Telugu @TOIIndiaNews @ndtv @eenadulivenews @TelanganaCMO		1263309980867760129	https://twitter.com/iDevR9/status/1263309980867760129	USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION view corona virus request u fee payment etc payment rather making compulsory visit tsonline cash		[]							
2020-05-21	03:46:43	Brijesh78059382	anjanaomkashyap	0	0	0	We pray to god & wish to our country for Corona not to be spreading country. 			1263315258275508229	https://twitter.com/Brijesh78059382/status/1263315258275508229	pray god wish country corona spreading country		[]							
2020-05-21	04:03:20	saksivarnan		0	0	2	ONE person has tested positive for #COVID19 as of 10.15 pm last night, who returned from #Kuwait, currently undergoing mandatory quarantine. Total: 1028 Active cases: 435 Recoveries: 584 (56.8%) (221 out of 585 #Navy personnel have recovered &amp; discharged) #lka #SriLanka		#COVID19 #Kuwait #Navy #lka #SriLanka	1263319440751501314	https://twitter.com/saksivarnan/status/1263319440751501314	one person tested positive covid19 pm last night returned kuwait currently undergoing mandatory quarantine total active case recovery navy personnel recovered discharged lka srilanka		[{'score': 0.733224, 'tone_id': 'confident', 'tone_name': 'Confident'}]		1.0					
2020-05-21	04:35:00	SIANG16	ANI	0	1	5	Dear Rest of India, If we Northeast Indians call u racist,indecent,inhuman,pukeworthy, communal,illiterate, uneducated, incorrigible, selfish,self-centred, foolish et al, don't spit on us 'cause u never know what d repercussions will b.Grow a during this pandemic situation 			1263327410805772289	https://twitter.com/SIANG16/status/1263327410805772289	dear rest india northeast indian call u uneducated incorrigible foolish et al dont spit u cause u never know repercussion b.grow pandemic situation		[{'score': 0.72441, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]	1.0						
2020-05-21	05:10:06	OrliaGloudensia		0	0	0	Stuckwthquarantine #coronavirus		#coronavirus	1263336244043321351	https://twitter.com/OrliaGloudensia/status/1263336244043321351	stuckwthquarantine coronavirus		[]							
2020-05-21	05:22:41	LaxmiBhatta12	SDMUNI	0	0	2	Prof @SDMUNI. Who started unilateral blunders? You guys or Oli? You started constructing road, u declared ur map, illegally keeping Nepali land in ur map. And, now blaming? On corona, oli was right. With open border with india, corona from india is spreading faster than china. 	@SDMUNI		1263339408792547329	https://twitter.com/LaxmiBhatta12/status/1263339408792547329	prof USER_MENTION started unilateral blunder guy oli started constructing road u declared ur map illegally keeping nepali land ur map blaming corona oli right open border india corona india spreading faster china		[]							
2020-05-21	06:10:10	SarbazSaeed		0	0	2	ECC okays diversion of Rs10bn from Covid-19 relief fund to power sector debt repayments https://epaper.dawn.com/DetailNews.php?StoryText=21_05_2020_009_002 via @dawn_com	@dawn_com		1263351357295165442	https://twitter.com/SarbazSaeed/status/1263351357295165442	ecc okay diversion rs10bn covid19 relief fund power sector debt repayment URL via USER_MENTION		[]							
2020-05-21	06:20:36	sanghaviharsh		5	46	328	We r thankful to Maheshwari Samaj City light for providing two times food since lockdown one in this critical time. In presence of Our leader MP @crpaatil given thanks note to community.	@CRPaatil		1263353986158977024	https://twitter.com/sanghaviharsh/status/1263353986158977024	r thankful maheshwari samaj city light providing two time food since lockdown one critical time presence leader mp USER_MENTION given thanks note community		[{'score': 0.884158, 'tone_id': 'joy', 'tone_name': 'Joy'}]			1.0				
2020-05-21	06:58:01	SahiwalPlant		0	0	1	#China sends another 16 tons of medical supplies to NDMA to tackle COVID-19 http://cpecinfo.com/china-sends-another-16-tons-of-medical-supplies-to-ndma-to-tackle-covid-19/ @CathayPak @ipd_newsletter @CPEC_UPDATE @GovtPunjabPK @GameChangerYR @pcipakchina #Covid_19 #medicalsupplies	@CathayPak @ipd_newsletter @CPEC_UPDATE @GovtPunjabPK @GameChangerYR @pcipakchina	#China #Covid_19 #medicalsupplies	1263363400983359488	https://twitter.com/SahiwalPlant/status/1263363400983359488	china sends another ton medical supply ndma tackle covid19 URL USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION covid_19 medicalsupplies		[{'score': 0.502569, 'tone_id': 'joy', 'tone_name': 'Joy'}]			1.0				
2020-05-21	07:11:19	iaakash_sharma		0	0	0	Total number of #Covid19 cases in #Jharkhand now at 290, including 158 active cases and 129 recovered/discharged.		#Covid19 #Jharkhand	1263366748230742023	https://twitter.com/iaakash_sharma/status/1263366748230742023	total number covid19 case jharkhand including active case		[{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.833309, 'tone_id': 'confident', 'tone_name': 'Confident'}]		1.0		1.0			
2020-05-21	07:26:56	preeti261	UNYouthEnvoy	0	0	0	Covid 19 is the outcome of some SDGs failure. These SDGs have not taken by people and government seriously. Please strengthen SDG 13 SDG 44, SDG 15 SDG 3 SDG 4 in coming future. This is high time.			1263370676032942081	https://twitter.com/preeti261/status/1263370676032942081	covid outcome sdgs failure sdgs taken people government seriously please strengthen sdg sdg sdg sdg sdg coming future high time		[]							
2020-05-21	08:35:56	DarshakHathi		2	88	189	Yesterday Hon Governor @babyranimaurya &amp; Hon cabinet ministers @madankaushikbjp #Subodhuniyal flagged off 30 tonnes of #covid19 relief material donated by @iahv &amp; @ArtofLiving for Uttarakhand. #Istandwithhumanity	@babyranimaurya @madankaushikbjp @iahv @ArtofLiving	#Subodhuniyal #covid19 #Istandwithhumanity	1263388042410295296	https://twitter.com/DarshakHathi/status/1263388042410295296	yesterday hon governor USER_MENTION hon cabinet minister USER_MENTION subodhuniyal flagged tonne covid19 relief material donated USER_MENTION USER_MENTION uttarakhand istandwithhumanity		[{'score': 0.654168, 'tone_id': 'joy', 'tone_name': 'Joy'}]			1.0				
2020-05-21	08:40:43	HashTagFirullah	bsesdelhi	1	0	0	How can my bill go high in just 2 months from Rs. 30 to Rs. 4970 in just 2 months that too when I am not using electricity and can't even travel because of the lockdown.??			1263389244266930187	https://twitter.com/HashTagFirullah/status/1263389244266930187	bill go high month r r month using electricity cant even travel lockdown		[{'score': 0.520267, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.716301, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]	1.0					1.0	
2020-05-21	10:07:17	ReponRowshan		0	0	1	28511/408 21.05.2020 COVID-19 			1263411031977541635	https://twitter.com/ReponRowshan/status/1263411031977541635	covid19		[]							
2020-05-21	10:14:53	simran_jiwani		1	0	0	We have many questions like whether covid-19 is a part of agenda-21 Or it just happened unplanned. We are waiting that whether we will get the answers for what was actually happening or will that all be getting added to conspiracy theories.			1263412942143459329	https://twitter.com/simran_jiwani/status/1263412942143459329	many question like whether covid19 part agenda21 happened unplanned waiting whether get answer actually happening getting added conspiracy theory		[{'score': 0.943552, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]				1.0			
2020-05-21	10:41:11	jainfoodgasm		0	0	0	Happy International Tea Day !!! Its Chai Time and we miss sipping on this Garam cutting chai ki pyaali with some Bun Maska!!! #jainfoodgasm #jainfood #jainfoodie #covid19 #stayhome #quarantine #mumbai #buzzfeed… https://www.instagram.com/p/CAcmj3alkEv/?igshid=y0c5w6pedjvg		#jainfoodgasm #jainfood #jainfoodie #covid19 #stayhome #stayhome #quarantine #mumbai #buzzfeed	1263419563456118784	https://twitter.com/jainfoodgasm/status/1263419563456118784	happy international tea day chai time miss sipping garam cutting chai ki pyaali bun maska jainfoodgasm jainfood jainfoodie covid19 stayhome quarantine mumbai URL		[{'score': 0.560621, 'tone_id': 'joy', 'tone_name': 'Joy'}]			1.0				
2020-05-21	13:41:51	ayushshukl99		1	0	0	Things the lockdown has taught me/forced me to learn: 1. We humans don't do things unless we have no other alternative too. Ex: Never cooked for 20 years and now I probably make food better than my sister. We can use such triggers and force ourselves to do things we never did.			1263465028130201600	https://twitter.com/ayushshukl99/status/1263465028130201600	thing lockdown taught learn human dont thing unless alternative ex never cooked year probably make food better sister use trigger force thing never		[{'score': 0.852209, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]				1.0			
2020-05-21	14:08:41	ReshooVerma1		1	0	0	#rbigovernor #RBIGradeB_GENERAL #RBI DHANI WANT SPAICALSG FOR MORATORIUM FROM RBI. THIS IS spaical comoany in india. They dont kmow the rules in covid19. Please RBI send him spaical notes for moratorium. #indiabullsdhani		#rbigovernor #RBIGradeB_GENERAL #RBI #indiabullsdhani	1263471781341548547	https://twitter.com/ReshooVerma1/status/1263471781341548547	rbigovernor rbigradeb_general rbi dhani want spaicalsg moratorium rbi spaical comoany india dont kmow rule covid19 please rbi send spaical note moratorium indiabullsdhani		[]							
2020-05-21	14:29:17	riteshsapra		0	0	0	Who are you going to party with once this lockdown is over ? . . . . . . . . . . . . . . . . . . . . #husbandwifejokes #funnycouple #couplestuff #coupleshoot #sweetcouple #relationshipmemes #couplecomics #comics… https://www.instagram.com/p/CAdAMfqnwPP/?igshid=e0jg0u4uht82		#husbandwifejokes #funnycouple #couplestuff #coupleshoot #sweetcouple #relationshipmemes #couplecomics #comics	1263476965819977731	https://twitter.com/riteshsapra/status/1263476965819977731	going party lockdown husbandwifejokes funnycouple couplestuff coupleshoot sweetcouple relationshipmemes couplecomics URL		[{'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]				1.0			
2020-05-21	14:56:57	fnftech1		1	0	1	Know The Alternative Of Tiktok and Uninstall Tiktok Now.. Click This Video To Know More.. https://youtu.be/YQijNeQiSPA . . . #indiaagainsttiktok #tiktok #mitron #mitronapp #uninstalltiktok #BanTikTokApp #bantiktokindia #youtube #alternative #SaveBengal #Corona #staysafe #india		#indiaagainsttiktok #tiktok #mitron #mitronapp #uninstalltiktok #BanTikTokApp #bantiktokindia #youtube #alternative #SaveBengal #Corona #staysafe #india	1263483929903992833	https://twitter.com/fnftech1/status/1263483929903992833	know alternative tiktok uninstall tiktok click video know URL indiaagainsttiktok tiktok mitron mitronapp uninstalltiktok bantiktokapp bantiktokindia youtube alternative savebengal corona staysafe india		[{'score': 0.788547, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]				1.0			
2020-05-21	15:06:08	raj_can		0	0	0	4/4 Part 5 In lockdown period this will be subscribed of capital scarcity !!! 1987 from consumer to oil company 2019 from oil company to technology/consumer #RelianceIndustries		#RelianceIndustries	1263486238188728320	https://twitter.com/raj_can/status/1263486238188728320	part lockdown period subscribed capital scarcity consumer oil company oil company relianceindustries		[]							
2020-05-21	15:29:45	MudrasRajesh	curlykrazy07	0	0	1	Don't thank Corona because if he listens you will be in trouble			1263492181286891520	https://twitter.com/MudrasRajesh/status/1263492181286891520	dont thank corona listens trouble		[]							
2020-05-21	15:48:08	sitapurlivenews		0	1	10	341 new COVID19 positive cases reported today; the total number of positive cases in the state is now 5515: Uttar Pradesh Government			1263496806777880576	https://twitter.com/sitapurlivenews/status/1263496806777880576	new covid19 positive case reported today total number positive case state uttar pradesh government		[{'score': 0.686094, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.711887, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.960016, 'tone_id': 'confident', 'tone_name': 'Confident'}]		1.0	1.0	1.0			
2020-05-21	16:18:57	liannejohn1991		0	0	0	Could be a tea anthem, maybe? Also, did you read or sing this? #InternationalTeaDay . . . . . . . . #Tea #ChaiDay #Chai #TeaLover #Mumbai #India #AdrakChai #MasalaChai #SocialSamosa #SocialMedia #MoneyHeist #Lockdown #Lockdown4 #SocialMediaMarketing #Chaipeelo #TeaOfInstagram		#InternationalTeaDay #Tea #ChaiDay #Chai #TeaLover #Mumbai #India #AdrakChai #MasalaChai #SocialSamosa #SocialMedia #MoneyHeist #Lockdown #Lockdown4 #SocialMediaMarketing #Chaipeelo #TeaOfInstagram	1263504564470247424	https://twitter.com/liannejohn1991/status/1263504564470247424	could tea anthem maybe also read sing internationalteaday tea chaiday chai tealover mumbai india adrakchai masalachai socialsamosa socialmedia moneyheist lockdown lockdown4 socialmediamarketing chaipeelo teaofinstagram		[{'score': 0.693317, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]			1.0			1.0	
2020-05-21	16:35:56	rajivsrichandan	LavanyaBallal	0	0	0	Heights of propaganda. Shame on you and shame on your upbringing. @narendramodi is the only PM in the world who has handled the pandemic in a matured and balanced way. 	@narendramodi		1263508838277238791	https://twitter.com/rajivsrichandan/status/1263508838277238791	height propaganda shame shame upbringing USER_MENTION pm world handled pandemic matured balanced way		[{'score': 0.611182, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]	1.0						
2020-05-21	16:49:31	hyperhack3011		0	0	5	https://youtu.be/KVKRGoP5qX4 In these difficult times of the Corona pandemic it's really heartening when one of your own patients comes forth and expresses his thoughts for the health care workers and hospital where he got treated.Thank you #coronapandemic #nanavatihospital		#coronapandemic #nanavatihospital	1263512257494990848	https://twitter.com/hyperhack3011/status/1263512257494990848	URL difficult time corona pandemic really heartening one patient come forth express thought health care worker hospital got treated.thank coronapandemic nanavatihospital	[{'sentence_id': 0, 'text': 'URL difficult time corona pandemic really heartening one patient come forth express thought health care worker hospital got treated.thank', 'tones': [{'score': 0.501874, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.827997, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'coronapandemic nanavatihospital', 'tones': []}]	[{'score': 0.501874, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.932347, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.68097, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]	1.0			1.0		1.0	
2020-05-21	17:23:44	MudrasRajesh	RamVairamudi	0	0	1	Corona has chewed your followers			1263520867188985857	https://twitter.com/MudrasRajesh/status/1263520867188985857	corona chewed follower		[]							
2020-05-21	17:39:29	LovNaman		1	0	0	They allow outsiders to come without #testing And when the symptoms of #Covid_19 were found. They ask each and every #ANM #AshaKaryaKarta to do the survey. Without proper planning they are forcing them to do the task. #CMOMadhyaPradesh #CMHOMP @CMMadhyaPradesh @mp_gov @MP_MyGov	@CMMadhyaPradesh @mp_gov @MP_MyGov	#testing #Covid_19 #ANM #AshaKaryaKarta #CMOMadhyaPradesh #CMHOMP	1263524830747537410	https://twitter.com/LovNaman/status/1263524830747537410	allow outsider come without testing symptom covid_19 found ask every anm ashakaryakarta survey without proper planning forcing task cmomadhyapradesh cmhomp USER_MENTION USER_MENTION USER_MENTION		[{'score': 0.679906, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.560944, 'tone_id': 'confident', 'tone_name': 'Confident'}]		1.0		1.0			
2020-05-21	18:18:28	sonamcchhabra		1	1	3	Another tragedy in the middle of ongoing Pandemic. The #AmphanCyclon has devastated many places across Odisha and West Bengal. My deepest condolences to the bereaved families and pray for speedy restoration of those who have lost houses and property.		#AmphanCyclon	1263534639328776192	https://twitter.com/sonamcchhabra/status/1263534639328776192	another tragedy middle ongoing pandemic amphancyclon devastated many place across odisha west bengal deepest condolence bereaved family pray speedy restoration lost house property		[{'score': 0.833964, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]	1.0						
2020-05-21	18:41:39	DrBenBrik		1	0	1	Please RT: Looking for volunteers to translate a survey on Families and COVID19 into Spanish, Portuguese, French, German, Italian, Hungarian, Swedish, Chinese, Filipino, Malay. If you're willing to help, please comment below. Thank you!			1263540477539889159	https://twitter.com/DrBenBrik/status/1263540477539889159	please looking volunteer translate survey family covid19 spanish portuguese french german italian hungarian swedish chinese filipino malay youre willing help please comment thank		[{'score': 0.600532, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.523822, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]			1.0	1.0			
2020-05-21	19:11:53	Aishley_R	AMISHDEVGAN	0	0	0	The entire nation is with #MigrantLabourers but in this pandemic #coronavirus we have to maintain economy, look up on other things like #Sanitisation #SocialDistancing and health services to #COVID patients. We should make them understand to maintain their patient a lil bit more		#MigrantLabourers #coronavirus #Sanitisation #SocialDistancing #COVID	1263548084610650117	https://twitter.com/Aishley_R/status/1263548084610650117	entire nation migrantlabourers pandemic coronavirus maintain economy look thing like sanitisation socialdistancing health service covid patient make understand maintain patient lil bit		[]							
2020-05-21	20:16:25	IMSahilBhalla	rushatim	0	0	0	Oh. Thought you lived in Delhi, and were just in Kolkata during lockdown. We all need it sis!			1263564326532558848	https://twitter.com/IMSahilBhalla/status/1263564326532558848	oh thought lived delhi kolkata lockdown need si		[{'score': 0.562531, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]						1.0	1.0
2020-05-21	20:33:33	PradeepPulpTech	BCG	0	0	0	@PMOIndia @DrHVoffice @drharshvardhan @drrajdeeproy @ndmaindia @ShamikaRavi @MoHFW_INDIA @AshwiniKChoubey @moayush @moayush A checklist for #covid19 Recovery Planning @BCG	@PMOIndia @DrHVoffice @drharshvardhan @drrajdeeproy @ndmaindia @ShamikaRavi @MoHFW_INDIA @AshwiniKChoubey @moayush @moayush @BCG	#covid19	1263568636377260032	https://twitter.com/PradeepPulpTech/status/1263568636377260032	USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION checklist covid19 recovery planning USER_MENTION		[{'score': 0.662944, 'tone_id': 'joy', 'tone_name': 'Joy'}]			1.0				
2020-05-21	23:24:18	Naazo_aziz		0	0	1	We are all in the same boat but we are not in the same storm. For some it's a break, a time to be with loved ones and bring out the creativity in you but for others it's a nightmare. Their life have taken a 360 degree turn #Covid_19 #gratitude		#Covid_19 #gratitude #gratitude	1263611604798767104	https://twitter.com/Naazo_aziz/status/1263611604798767104	boat storm break time loved one bring creativity others nightmare life taken degree turn covid_19 gratitude		[{'score': 0.783439, 'tone_id': 'joy', 'tone_name': 'Joy'}]			1.0				
2020-05-22	00:15:44	Naazo_aziz		1	0	1	We are all in the same boat but not all are facing the storm. Some lost their lives while others are trying to loose that extra pound. Some lost their bread and butter while others are bored of their 9 to 5 job #Covid_19 #thoughts #gratitude #StayHome		#Covid_19 #thoughts #gratitude #gratitude #StayHome #StayHome	1263624551902187521	https://twitter.com/Naazo_aziz/status/1263624551902187521	boat facing storm lost life others trying loose extra pound lost bread butter others bored job covid_19 thought gratitude stayhome		[{'score': 0.663188, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]	1.0						
2020-05-22	00:27:19	RizvanRasheed		0	0	1	DR ZACH BUSH about FEAR and COVID-19 - A refreshing, scientific perspective, hope that media will report something different about this situation in a more positive way forward void of fear. Worth watching to the end.#DoctorswithoutBorders @Covid19fear	@COVID19FEAR	#DoctorswithoutBorders	1263627466104623105	https://twitter.com/RizvanRasheed/status/1263627466104623105	dr zach bush fear covid19 refreshing scientific perspective hope medium report something different situation positive way forward void fear worth watching end doctorswithoutborders USER_MENTION		[{'score': 0.740887, 'tone_id': 'fear', 'tone_name': 'Fear'}]							1.0
